id,month_name,month,grade,enddate,pollster,samplesize,approve,influence,disapprove
808,September,9,A/B,2021-09-16,Marquette University Law School,1411,48,0,52
809,September,9,C/D,2021-09-14,McLaughlin & Associates,1000,47,0,52
810,September,9,B,2021-09-13,Morning Consult,1997,47,0,50
811,September,9,A-,2021-09-13,Quinnipiac University,1210,42,0,50
812,September,9,B,2021-09-13,Morning Consult,4400,48,0,46
813,September,9,B/C,2021-09-13,Léger,1002,48,0,50
814,September,9,B,2021-09-16,Morning Consult,45000,46,0,46
815,September,9,B,2021-09-14,Rasmussen Reports/Pulse Opinion Research,1500,44,0,55
816,September,9,B+,2021-09-14,YouGov,1500,44,0,48
817,September,9,A,2021-09-15,Beacon Research/Shaw & Company Research,1002,50,0,49
818,September,9,B,2021-09-15,Rasmussen Reports/Pulse Opinion Research,1500,44,0,55
819,September,9,B,2021-09-17,Morning Consult,45000,46,0,46
820,September,9,B,2021-09-18,Morning Consult,45000,46,0,46
821,September,9,B,2021-09-16,Morning Consult,2200,51,0,44
822,September,9,B,2021-09-16,Rasmussen Reports/Pulse Opinion Research,1500,43,0,55
823,September,9,B,2021-09-18,Morning Consult,2200,49,0,46
824,September,9,B+,2021-09-16,Harris Poll,1578,48,0,50
825,September,9,B,2021-09-19,Morning Consult,45000,47,0,46
826,September,9,B/C,2021-09-19,Pew Research Center,10371,44,0,53
827,September,9,B-,2021-09-16,Ipsos,1005,44.36,0,50.3
828,September,9,B,2021-09-19,Rasmussen Reports/Pulse Opinion Research,1500,43,0,56
829,September,9,B,2021-09-20,Morning Consult,45000,47,0,46
830,September,9,B+,2021-09-20,YouGov,3201,45,0,50
831,September,9,B-,2021-09-18,RMG Research,1200,48,0,48
832,September,9,B,2021-09-21,Morning Consult,45000,47,0,46
833,September,9,,2021-09-19,The Bullfinch Group,1200,48,0,46
834,September,9,B,2021-09-20,Rasmussen Reports/Pulse Opinion Research,1500,44,0,56
835,September,9,B,2021-09-20,Morning Consult,4400,46,0,48
836,September,9,B,2021-09-20,Morning Consult,2200,49,0,44
837,September,9,C+,2021-09-20,American Research Group,1100,50,0,46
838,September,9,B,2021-09-20,Morning Consult,1998,47,0,50
839,September,9,B,2021-09-22,Morning Consult,45000,47,0,46
840,September,9,B,2021-09-21,Morning Consult,2200,49,0,46
841,September,9,B,2021-09-21,Rasmussen Reports/Pulse Opinion Research,1500,45,0,55
842,September,9,B/C,2021-09-23,Echelon Insights,1005,50,0,48
843,September,9,B/C,2021-09-20,Redfield & Wilton Strategies,1500,45,0,34
844,September,9,B+,2021-09-21,YouGov,1500,43,0,46
845,September,9,B,2021-09-23,Morning Consult,45000,47,0,46
846,September,9,B,2021-09-22,Rasmussen Reports/Pulse Opinion Research,1500,45,0,54
847,September,9,B,2021-09-24,Morning Consult,45000,46,0,46
848,September,9,B,2021-09-23,Rasmussen Reports/Pulse Opinion Research,1500,42,0,56
849,September,9,B,2021-09-25,Morning Consult,45000,46,0,46
850,September,9,B-,2021-09-22,RMG Research,1200,47,0,47
851,September,9,B,2021-09-26,Morning Consult,45000,46,0,47
852,September,9,A/B,2021-09-29,Public Religion Research Institute,2508,52,0,48
853,September,9,B-,2021-09-23,Ipsos,1005,44.21,0,50.77
854,September,9,A,2021-09-26,Marist College,1220,45,0,46
855,September,9,B,2021-09-27,Morning Consult,45000,45,0,47
856,September,9,B,2021-09-25,Morning Consult,2200,47,0,49
857,September,9,B,2021-09-26,Rasmussen Reports/Pulse Opinion Research,1500,40,0,58
858,September,9,B-,2021-09-25,RMG Research,1200,45,0,48
859,September,9,B,2021-09-28,Morning Consult,45000,45,0,47
860,September,9,B,2021-09-27,Rasmussen Reports/Pulse Opinion Research,1500,41,0,58
861,September,9,,2021-09-27,AP-NORC,1099,50,0,49
862,September,9,B/C,2021-09-27,Navigator Research,1000,46,0,51
863,September,9,B+,2021-09-25,HarrisX,935,47,0,42
864,September,9,B/C,2021-09-26,Léger,1001,46,0,52
865,September,9,B,2021-09-27,Morning Consult,2200,48,0,46
866,September,9,B,2021-09-29,Morning Consult,45000,45,0,47
867,September,9,B,2021-09-28,Rasmussen Reports/Pulse Opinion Research,1500,42,0,56
868,September,9,B+,2021-09-28,YouGov,1500,40,0,49
869,September,9,B,2021-09-30,Morning Consult,45000,45,0,47
870,October,10,B,2021-10-01,Morning Consult,45000,45,0,47
871,September,9,B,2021-09-29,Rasmussen Reports/Pulse Opinion Research,1500,42,0,56
872,September,9,B+,2021-09-28,HarrisX,935,48,0,43
873,September,9,B,2021-09-29,Morning Consult,2200,48.5,0,46
874,October,10,B,2021-10-02,Morning Consult,45000,45,0,47
875,September,9,B,2021-09-30,Rasmussen Reports/Pulse Opinion Research,1500,42,0,56
876,September,9,B,2021-09-30,Morning Consult,2200,46,0,48
877,September,9,B-,2021-09-30,Ipsos,1005,45.77,0,49.92
878,October,10,B,2021-10-03,Morning Consult,45000,46,0,47
879,October,10,B,2021-10-03,Rasmussen Reports/Pulse Opinion Research,1500,43,0,56
880,October,10,A+,2021-10-02,TIPP Insights,1308,44,0,40
881,October,10,B,2021-10-04,Morning Consult,45000,46,0,47
882,October,10,A-,2021-10-01,Public Policy Polling,758,46,0,47
883,October,10,B,2021-10-05,Morning Consult,45000,46,0,47
884,October,10,B,2021-10-04,Rasmussen Reports/Pulse Opinion Research,1500,43,0,55
885,October,10,B,2021-10-06,Morning Consult,45000,45,0,47
886,October,10,A-,2021-10-04,Quinnipiac University,1326,38,0,53
887,October,10,B,2021-10-04,Morning Consult,1998,45,0,52
888,October,10,B+,2021-10-04,YouGov,1640,42,0,50
889,October,10,B,2021-10-04,Morning Consult,3300,45.5,0,49
890,October,10,B,2021-10-05,Rasmussen Reports/Pulse Opinion Research,1500,45,0,54
891,October,10,B,2021-10-07,Morning Consult,45000,45,0,47
892,October,10,B+,2021-10-05,YouGov,1500,42,0,48
893,October,10,B,2021-10-08,Morning Consult,45000,46,0,47
894,October,10,A-,2021-10-06,Trafalgar Group,1087,39.6,0,56
895,October,10,B/C,2021-10-05,Redfield & Wilton Strategies,1500,45,0,37
896,October,10,B,2021-10-06,Rasmussen Reports/Pulse Opinion Research,1500,43,0,55
897,October,10,,2021-10-06,Cor Services,516,39,0,53
898,October,10,B,2021-10-07,Rasmussen Reports/Pulse Opinion Research,1500,43,0,56
899,October,10,B,2021-10-09,Morning Consult,45000,46,0,47
900,October,10,B,2021-10-10,Morning Consult,45000,46,0,47
901,October,10,B+,2021-10-08,YouGov,2054,50,0,50
902,October,10,B-,2021-10-07,Ipsos,1005,48.35,0,46.8
903,October,10,B,2021-10-08,Morning Consult,2200,49,0,46
904,October,10,B,2021-10-11,Morning Consult,45000,46,0,47
905,October,10,B-,2021-10-09,RMG Research,1200,47,0,50
906,October,10,B,2021-10-10,Rasmussen Reports/Pulse Opinion Research,1500,41,0,58
907,October,10,B/C,2021-10-11,Navigator Research,1001,46,0,51
908,October,10,C,2021-10-11,SSRS,1000,50,0,49
909,October,10,B,2021-10-11,Rasmussen Reports/Pulse Opinion Research,1500,41,0,57
910,October,10,B,2021-10-12,Morning Consult,45000,46,0,47
911,October,10,B/C,2021-10-10,Léger,1000,45,0,53
912,October,10,B,2021-10-11,Morning Consult,1999,46,0,51
913,October,10,B,2021-10-12,Morning Consult,2200,46.5,0,48.5
914,October,10,B+,2021-10-19,Gallup,823,42,0,52
915,October,10,B,2021-10-13,Morning Consult,45000,46,0,47
916,October,10,B,2021-10-12,Rasmussen Reports/Pulse Opinion Research,1500,43,0,56
917,October,10,B,2021-10-14,Morning Consult,45000,46,0,47
918,October,10,B+,2021-10-12,YouGov,1500,40,0,50
919,October,10,B,2021-10-12,Morning Consult,2200,47,0,48
920,October,10,B,2021-10-13,Morning Consult,2201,48,0,47
921,October,10,B-,2021-10-13,RMG Research,1200,43,0,47
922,October,10,B,2021-10-13,Rasmussen Reports/Pulse Opinion Research,1500,43,0,56
923,October,10,B,2021-10-15,Morning Consult,45000,46,0,47
924,October,10,B,2021-10-16,Morning Consult,45000,46,0,47
925,October,10,B,2021-10-14,Rasmussen Reports/Pulse Opinion Research,1500,43,0,56
926,October,10,,2021-10-14,Cor Services,508,40,0,56
927,October,10,B,2021-10-15,Morning Consult,2200,48,0,47
928,October,10,B-,2021-10-14,Ipsos,1005,46.08,0,48.08
929,October,10,B,2021-10-17,Morning Consult,45000,46,0,47
930,October,10,B-,2021-10-16,RMG Research,1200,47,0,48
931,October,10,A+,2021-10-17,Selzer & Co.,915,37,0,50
932,October,10,B,2021-10-18,Morning Consult,45000,46,0,47
933,October,10,B,2021-10-17,Rasmussen Reports/Pulse Opinion Research,1500,42,0,56
934,October,10,,2021-10-18,Climate Nexus,2678,46,0,50
935,October,10,B,2021-10-17,Morning Consult,2200,49,0,45
936,October,10,B,2021-10-19,Morning Consult,45000,46,0,47
937,October,10,C/D,2021-10-18,McLaughlin & Associates,1000,45,0,54
938,October,10,B,2021-10-18,Rasmussen Reports/Pulse Opinion Research,1500,42,0,56
939,October,10,B+,2021-10-17,Hart Research Associates/Public Opinion Strategies,800,41,0,52
940,October,10,B/C,2021-10-17,Redfield & Wilton Strategies,1500,43,0,39
941,October,10,B,2021-10-20,Morning Consult,45000,46,0,47
942,October,10,B/C,2021-10-19,Echelon Insights,1098,47,0,51
943,October,10,B,2021-10-18,Morning Consult,1998,45,0,52
944,October,10,A-,2021-10-18,Quinnipiac University,1342,37,0,52
945,October,10,B+,2021-10-19,YouGov,1500,44,0,46
946,October,10,A,2021-10-19,Beacon Research/Shaw & Company Research,1003,46,0,53
947,October,10,B,2021-10-21,Morning Consult,45000,46,0,47
948,October,10,B,2021-10-19,Rasmussen Reports/Pulse Opinion Research,1500,41,0,58
949,October,10,B-,2021-10-20,RMG Research,1200,47,0,47
950,October,10,B,2021-10-22,Morning Consult,45000,45,0,47
951,October,10,B,2021-10-20,Rasmussen Reports/Pulse Opinion Research,1500,42,0,56
952,October,10,C+,2021-10-20,American Research Group,1100,47,0,47
953,October,10,A/B,2021-10-21,Lake Research Partners/The Tarrance Group,1000,45.3,0,52.2
954,October,10,A,2021-10-22,Marist College,1209,44,0,49
955,October,10,B,2021-10-23,Morning Consult,45000,46,0,47
956,October,10,C/D,2021-10-23,Saint Leo University,1000,52.1,0,44.9
957,October,10,B+,2021-10-21,YouGov,1704,44,0,49
958,October,10,A-,2021-10-21,Trafalgar Group,1083,39.2,0,58.4
959,October,10,B,2021-10-21,Rasmussen Reports/Pulse Opinion Research,1500,42,0,57
960,October,10,B-,2021-10-21,Ipsos,1005,45.72,0,48.04
961,October,10,B,2021-10-24,Morning Consult,45000,45,0,48
962,October,10,B,2021-10-24,Rasmussen Reports/Pulse Opinion Research,1500,43,0,56
963,October,10,B-,2021-10-23,RMG Research,1200,43,0,53
964,October,10,B,2021-10-23,Morning Consult,2201,53,0,45
965,October,10,B,2021-10-25,Morning Consult,45000,45,0,48
966,October,10,B+,2021-10-23,HarrisX,2727,42,0,47
967,October,10,B/C,2021-10-26,Echelon Insights,1600,45,0,52
968,October,10,,2021-10-25,AP-NORC,1083,48,0,51
969,October,10,B,2021-10-23,Morning Consult,2201,49,0,47
970,October,10,B/C,2021-10-24,Léger,1002,43,0,54
971,October,10,B,2021-10-26,Morning Consult,45000,45,0,48
972,October,10,B,2021-10-24,Morning Consult,1999,46,0,51
973,October,10,B,2021-10-25,Rasmussen Reports/Pulse Opinion Research,1500,41,0,57
974,October,10,B/C,2021-10-25,Navigator Research,1001,43,0,53
975,October,10,B,2021-10-27,Morning Consult,45000,45,0,48
976,October,10,B+,2021-10-26,YouGov,1500,43,0,49
977,October,10,B+,2021-10-26,Hart Research Associates/Public Opinion Strategies,1000,42,0,54
978,October,10,B,2021-10-26,Rasmussen Reports/Pulse Opinion Research,1500,42,0,57
979,October,10,B,2021-10-28,Morning Consult,45000,45,0,48
980,October,10,B,2021-10-27,Rasmussen Reports/Pulse Opinion Research,1500,42,0,57
981,October,10,B-,2021-10-27,RMG Research,1200,43,0,53
982,October,10,B,2021-10-29,Morning Consult,45000,45,0,48
983,October,10,B,2021-10-28,Rasmussen Reports/Pulse Opinion Research,1500,42,0,57
984,October,10,B,2021-10-30,Morning Consult,45000,45,0,48
985,October,10,B,2021-10-28,Morning Consult,2198,47,0,48
986,October,10,B-,2021-10-28,Ipsos,1005,44.11,0,51.38
987,October,10,B+,2021-10-28,Harris Poll,1688,43,0,52
988,October,10,B,2021-10-31,Morning Consult,45000,45,0,48
989,October,10,A+,2021-10-29,TIPP Insights,1306,40,0,45
990,October,10,B-,2021-10-30,RMG Research,1200,46,0,49
991,November,11,B,2021-11-01,Morning Consult,45000,44,0,48
992,October,10,B,2021-10-31,Rasmussen Reports/Pulse Opinion Research,1500,42,0,57
993,November,11,B,2021-11-01,Rasmussen Reports/Pulse Opinion Research,1500,43,0,56
994,November,11,B,2021-11-02,Morning Consult,45000,44,0,48
995,November,11,B,2021-11-01,Morning Consult,2200,47,0,47
996,November,11,B,2021-11-03,Morning Consult,45000,44,0,48
997,October,10,B/C,2021-10-31,Redfield & Wilton Strategies,1500,40,0,44
998,November,11,B+,2021-11-02,YouGov,1500,41,0,50
999,November,11,B,2021-11-04,Morning Consult,45000,44,0,48
1000,November,11,B,2021-11-02,Rasmussen Reports/Pulse Opinion Research,1500,44,0,55
1001,November,11,B,2021-11-05,Morning Consult,45000,44,0,48
1002,November,11,B,2021-11-03,Rasmussen Reports/Pulse Opinion Research,1500,44,0,54
1003,November,11,B,2021-11-04,Rasmussen Reports/Pulse Opinion Research,1500,43,0,55
1004,November,11,B,2021-11-06,Morning Consult,45000,44,0,49
1005,November,11,C,2021-11-04,SSRS,1004,48,0,52
1006,November,11,B-,2021-11-04,Ipsos,1005,48.13,0,46.52
1007,November,11,A-,2021-11-04,Emerson College,1000,41.3,0,50.4
1008,November,11,B,2021-11-05,Morning Consult,2200,46,0,50
1009,November,11,B,2021-11-07,Morning Consult,45000,44,0,49
1010,November,11,B+,2021-11-05,Suffolk University,1000,37.8,0,59
1011,November,11,B+,2021-11-09,Susquehanna Polling & Research,800,36,0,52
1012,November,11,B,2021-11-07,Rasmussen Reports/Pulse Opinion Research,1500,42,0,57
1013,November,11,B,2021-11-08,Morning Consult,45000,44,0,48
1014,November,11,B,2021-11-09,Morning Consult,45000,44,0,49
1015,November,11,A,2021-11-08,Monmouth University,811,42,0,50
1016,November,11,B-,2021-11-07,RMG Research,1200,44,0,50
1017,November,11,B,2021-11-07,Morning Consult,2198.5,47.5,0,47
1018,November,11,A/B,2021-11-10,Marquette University Law School,1004,49,0,51
1019,November,11,B/C,2021-11-08,Navigator Research,1003,47,0,50
1020,November,11,B,2021-11-08,Rasmussen Reports/Pulse Opinion Research,1500,40,0,59
1021,November,11,B,2021-11-07,Morning Consult,1998,46,0,51
1022,November,11,B+,2021-11-08,YouGov,1673,42,0,51
1023,November,11,B/C,2021-11-07,Léger,1006,45,0,54
1024,November,11,B,2021-11-10,Morning Consult,45000,44,0,49
1025,November,11,B+,2021-11-09,YouGov,1500,42,0,48
1026,November,11,B,2021-11-11,Morning Consult,45000,44,0,49
1027,November,11,B,2021-11-09,Rasmussen Reports/Pulse Opinion Research,1500,40,0,59
1028,November,11,B-,2021-11-09,RMG Research,1200,40,0,55
1029,November,11,B,2021-11-12,Morning Consult,45000,44,0,48
1030,November,11,B+,2021-11-16,Gallup,815,42,0,55
1031,November,11,B,2021-11-10,Rasmussen Reports/Pulse Opinion Research,1500,41,0,58
1032,November,11,A+,2021-11-10,ABC News/The Washington Post,1001,41,0,53
1033,November,11,B,2021-11-13,Morning Consult,45000,44,0,49
1034,November,11,B,2021-11-11,Rasmussen Reports/Pulse Opinion Research,1500,42,0,57
1035,November,11,B-,2021-11-10,Ipsos,1004,45.57,0,48.97
1036,November,11,A/B,2021-11-12,The Winston Group,1000,45,0,47
1037,November,11,B,2021-11-14,Morning Consult,45000,44,0,49
1038,November,11,B,2021-11-14,Rasmussen Reports/Pulse Opinion Research,1500,43,0,56
1039,November,11,B,2021-11-15,Morning Consult,45000,44,0,49
1040,November,11,B,2021-11-15,Rasmussen Reports/Pulse Opinion Research,1500,41,0,57
1041,November,11,A-,2021-11-15,Quinnipiac University,1378,36,0,53
1042,November,11,,2021-11-14,The Bullfinch Group,1200,45,0,52
1043,November,11,B,2021-11-14,Morning Consult,2200,46,0,49
1044,November,11,B,2021-11-16,Morning Consult,45000,44,0,48
1045,November,11,B,2021-11-15,Morning Consult,1998,44,0,53
1046,November,11,C/D,2021-11-16,McLaughlin & Associates,1000,42,0,56
1047,November,11,B,2021-11-17,Morning Consult,45000,44,0,49
1048,November,11,B,2021-11-15,Morning Consult,2200,43,0,50
1049,November,11,B,2021-11-18,Morning Consult,45000,44,0,49
1050,November,11,B,2021-11-16,Rasmussen Reports/Pulse Opinion Research,1500,41,0,58
1051,November,11,B/C,2021-11-18,Echelon Insights,1013,45,0,52
1052,November,11,B+,2021-11-16,YouGov,1500,43,0,49
1053,November,11,B/C,2021-11-15,Redfield & Wilton Strategies,1500,37,0,46
1054,November,11,B,2021-11-19,Morning Consult,45000,44,0,49
1055,November,11,B-,2021-11-16,RMG Research,1200,41,0,53
1056,November,11,A,2021-11-17,Beacon Research/Shaw & Company Research,1003,44,0,54
1057,November,11,B,2021-11-17,Rasmussen Reports/Pulse Opinion Research,1500,41,0,59
1058,November,11,B,2021-11-20,Morning Consult,45000,44,0,48
1059,November,11,B,2021-11-18,Rasmussen Reports/Pulse Opinion Research,1500,41,0,58
1060,November,11,B+,2021-11-18,HarrisX,2787,44,0,45
1061,November,11,B+,2021-11-19,YouGov,2058,44,0,56
1062,November,11,B-,2021-11-18,Ipsos,1003,44.49,0,49.06
1063,November,11,B-,2021-11-18,RMG Research,1200,44,0,52
1064,November,11,A,2021-11-19,Marist College,1048,42,0,50
1065,November,11,B+,2021-11-19,YouGov,1696,43,0,52
1066,November,11,B,2021-11-21,Morning Consult,45000,45,0,48
1067,November,11,B,2021-11-22,Morning Consult,45000,44,0,48
1068,November,11,,2021-11-22,"Fabrizio, Lee & Associates/Impact Research",1500,41,0,57
1069,November,11,C+,2021-11-20,American Research Group,1100,44,0,50
1070,November,11,B,2021-11-21,Morning Consult,2199,47,0,48
1071,November,11,B,2021-11-21,Rasmussen Reports/Pulse Opinion Research,1500,41,0,58
1072,November,11,B/C,2021-11-22,Navigator Research,1000,43,0,54
1073,November,11,B/C,2021-11-21,Léger,1001,44,0,53
1074,November,11,A-,2021-11-21,Public Opinion Strategies,1000,47,0,53
1075,November,11,B,2021-11-23,Morning Consult,45000,44,0,48
1076,November,11,B,2021-11-21,Morning Consult,2200,47,0,47
1077,November,11,B,2021-11-22,Rasmussen Reports/Pulse Opinion Research,1500,41,0,58
1078,November,11,B,2021-11-22,Morning Consult,1999,44,0,52
1079,November,11,B,2021-11-24,Morning Consult,45000,44,0,48
1080,November,11,B,2021-11-25,Morning Consult,45000,45,0,48
1081,November,11,B+,2021-11-23,YouGov,1500,41,0,49
1082,November,11,B,2021-11-23,Rasmussen Reports/Pulse Opinion Research,1500,41,0,58
1083,November,11,B-,2021-11-23,RMG Research,1200,43,0,52
1084,November,11,B,2021-11-26,Morning Consult,45000,45,0,48
1085,November,11,A/B,2021-11-24,The Winston Group,1000,42,0,47
1086,November,11,B,2021-11-27,Morning Consult,45000,44,0,48
1087,November,11,B,2021-11-28,Rasmussen Reports/Pulse Opinion Research,1500,42,0,57
1088,November,11,B,2021-11-28,Morning Consult,45000,44,0,49
1089,November,11,B,2021-11-27,Morning Consult,2200,46,0,49
1090,November,11,B,2021-11-29,Morning Consult,45000,44,0,48
1091,November,11,B,2021-11-29,Rasmussen Reports/Pulse Opinion Research,1500,43,0,56
1092,November,11,B,2021-11-30,Morning Consult,45000,44,0,49
1093,November,11,A-,2021-11-29,Trafalgar Group,1082,36.3,0,59.1
1094,December,12,B,2021-12-01,Morning Consult,45000,44,0,49
1095,November,11,B,2021-11-30,Morning Consult,18914,45,0,52
1096,November,11,B+,2021-11-30,YouGov,1500,41,0,49
1097,November,11,B,2021-11-30,Rasmussen Reports/Pulse Opinion Research,1500,43,0,56
1098,December,12,B,2021-12-02,Morning Consult,45000,44,0,49
1099,December,12,B,2021-12-03,Morning Consult,45000,44,0,49
1100,November,11,B,2021-11-30,Morning Consult,2200,46,0,48
1101,December,12,B,2021-12-01,Rasmussen Reports/Pulse Opinion Research,1500,43,0,56
1102,December,12,,2021-12-01,Cor Services,523,42,0,51
1103,November,11,B-,2021-11-30,RMG Research,1200,43,0,52
1104,December,12,B+,2021-12-02,Harris Poll,1989,45,0,51
1105,December,12,B,2021-12-02,Rasmussen Reports/Pulse Opinion Research,1500,42,0,57
1106,December,12,B,2021-12-04,Morning Consult,45000,44,0,49
1107,December,12,B-,2021-12-03,RMG Research,1200,46,0,48
1108,December,12,B,2021-12-05,Morning Consult,45000,44,0,49
1109,December,12,B-,2021-12-02,Ipsos,1005,45.83,0,48.65
1110,December,12,A+,2021-12-04,TIPP Insights,1301,43,0,43
1111,December,12,A,2021-12-06,Marist College,1172,42,0,51
1112,December,12,B,2021-12-05,Rasmussen Reports/Pulse Opinion Research,1500,42,0,56
1113,December,12,B,2021-12-06,Morning Consult,45000,44,0,49
1114,December,12,B+,2021-12-04,Hart Research Associates/Public Opinion Strategies,800,41,0,50
1115,December,12,B+,2021-12-07,YouGov/Pennsylvania State University McCourtney Institute for Democracy,1200,45,0,55
1116,December,12,B,2021-12-06,Rasmussen Reports/Pulse Opinion Research,1500,42,0,56
1117,December,12,B,2021-12-07,Morning Consult,45000,44,0,48
1118,December,12,B/C,2021-12-05,Léger,1004,44,0,55
1119,December,12,A,2021-12-06,Monmouth University,808,40,0,50
1120,December,12,B,2021-12-06,Morning Consult,2200,50,0,46
1121,December,12,B,2021-12-08,Morning Consult,45000,44,0,48
1122,December,12,B/C,2021-12-05,Redfield & Wilton Strategies,1500,37,0,45
1123,December,12,B,2021-12-07,Morning Consult,2200,47,0,47
1124,December,12,B/C,2021-12-06,Navigator Research,1000,45,0,52
1125,December,12,B,2021-12-06,Morning Consult,2200,47.333333,0,48
1126,December,12,B,2021-12-06,Morning Consult,2000,45,0,51
1127,December,12,,2021-12-07,AP-NORC,1089,48,0,51
1128,December,12,B/C,2021-12-09,Schoen Cooperman Research,800,46,0,51
1129,December,12,B,2021-12-09,Morning Consult,45000,44,0,49
1130,December,12,B,2021-12-07,Rasmussen Reports/Pulse Opinion Research,1500,42,0,57
1131,December,12,B+,2021-12-07,YouGov,1500,39,0,52
1132,December,12,B,2021-12-08,Rasmussen Reports/Pulse Opinion Research,1500,42,0,56
1133,December,12,B+,2021-12-07,HarrisX,926,45,0,50
1134,December,12,B,2021-12-10,Morning Consult,45000,44,0,49
1135,December,12,B-,2021-12-08,RMG Research,1200,45,0,49
1136,December,12,B,2021-12-09,Rasmussen Reports/Pulse Opinion Research,1500,43,0,56
1137,December,12,B,2021-12-11,Morning Consult,45000,44,0,48
1138,December,12,B,2021-12-09,Morning Consult,2200,49,0,47
1139,December,12,B,2021-12-12,Morning Consult,45000,44,0,48
1140,December,12,B-,2021-12-10,RMG Research,1200,41,0,53
1141,December,12,B+,2021-12-16,Gallup,811,43,0,51
1142,December,12,B-,2021-12-10,Ipsos,1004,48.13,0,48.22
1143,December,12,B,2021-12-13,Morning Consult,45000,44,0,48
1144,December,12,B,2021-12-12,Rasmussen Reports/Pulse Opinion Research,1500,43,0,56
1145,December,12,C,2021-12-12,SSRS,1256,49,0,51
1146,December,12,B,2021-12-14,Morning Consult,45000,44,0,48
1147,December,12,B/C,2021-12-13,Echelon Insights,1020,48,0,51
1148,December,12,B+,2021-12-13,YouGov,1558,41,0,53
1149,December,12,B,2021-12-13,Rasmussen Reports/Pulse Opinion Research,1500,41,0,57
1150,December,12,A,2021-12-13,Marist College,1400,41,0,55
1151,December,12,B,2021-12-15,Morning Consult,45000,44,0,48
1152,December,12,B,2021-12-13,Morning Consult,1998,46,0,51
1153,December,12,B,2021-12-14,Rasmussen Reports/Pulse Opinion Research,1500,42,0,56
1154,December,12,B,2021-12-16,Morning Consult,45000,44,0,48
1155,December,12,B+,2021-12-14,YouGov,1500,41,0,50
1156,December,12,A,2021-12-14,Beacon Research/Shaw & Company Research,1002,47,0,51
1157,December,12,B,2021-12-15,Rasmussen Reports/Pulse Opinion Research,1500,40,0,58
1158,December,12,B,2021-12-17,Morning Consult,45000,44,0,48
1159,December,12,B-,2021-12-17,Ipsos,4407,48,0,48
1160,December,12,B,2021-12-16,Rasmussen Reports/Pulse Opinion Research,1500,41,0,58
1161,December,12,B,2021-12-18,Morning Consult,45000,44,0,48
1162,December,12,B-,2021-12-15,RMG Research,1200,42,0,52
1163,December,12,B-,2021-12-17,Ipsos,1004,48,0,46
1164,December,12,B,2021-12-19,Morning Consult,45000,45,0,48
1165,December,12,B/C,2021-12-17,John Zogby Strategies/EMI Research Solutions,777,46.3,0,52.1
1166,December,12,B+,2021-12-20,YouGov,1000,41,0,53
1167,December,12,B-,2021-12-17,RMG Research,1200,41,0,53
1168,December,12,B,2021-12-20,Morning Consult,45000,45,0,48
1169,December,12,B,2021-12-19,Rasmussen Reports/Pulse Opinion Research,1500,41,0,57
1170,December,12,B,2021-12-20,Rasmussen Reports/Pulse Opinion Research,1500,42,0,57
1171,December,12,B/C,2021-12-18,Redfield & Wilton Strategies,1500,41,0,44
1172,December,12,B,2021-12-21,Morning Consult,45000,45,0,48
1173,December,12,B,2021-12-19,InsiderAdvantage,750,41,0,58
1174,December,12,B,2021-12-20,Morning Consult,1999,43.5,0,52.5
1175,December,12,B,2021-12-22,Morning Consult,45000,44,0,49
1176,December,12,B-,2021-12-20,Change Research,1895,44,0,56
1177,December,12,C+,2021-12-20,American Research Group,1100,46,0,49
1178,December,12,B,2021-12-21,Rasmussen Reports/Pulse Opinion Research,1500,42,0,57
1179,December,12,B+,2021-12-21,YouGov,1500,39,0,49
1180,December,12,B,2021-12-23,Morning Consult,45000,45,0,48
1181,December,12,A-,2021-12-21,Trafalgar Group,1073,40.4,0,55.9
1182,December,12,B,2021-12-24,Morning Consult,45000,45,0,48
1183,December,12,B,2021-12-22,Rasmussen Reports/Pulse Opinion Research,1500,41,0,57
1184,December,12,B-,2021-12-22,Zogby Analytics,1311,49.7,0,48.4
1185,December,12,B,2021-12-25,Morning Consult,45000,44,0,48
1186,December,12,B-,2021-12-22,RMG Research,1200,41,0,53
1187,December,12,B,2021-12-26,Morning Consult,45000,44,0,49
1188,December,12,B,2021-12-26,Rasmussen Reports/Pulse Opinion Research,1500,40,0,58
1189,December,12,B,2021-12-27,Morning Consult,45000,44,0,48
1190,December,12,B,2021-12-28,Morning Consult,45000,44,0,49
1191,December,12,B,2021-12-27,Rasmussen Reports/Pulse Opinion Research,1500,41,0,58
1192,December,12,B,2021-12-29,Morning Consult,45000,44,0,49
1193,December,12,B,2021-12-30,Morning Consult,45000,43,0,49
1194,December,12,B,2021-12-28,Rasmussen Reports/Pulse Opinion Research,1500,41,0,58
1195,December,12,B,2021-12-31,Morning Consult,45000,43,0,49
1196,December,12,B,2021-12-29,Rasmussen Reports/Pulse Opinion Research,1500,43,0,56
1198,December,12,B,2021-12-29,Morning Consult,2000,43,0,54
1199,December,12,B+,2021-12-30,Suffolk University,1000,40.2,0,54.3
1200,December,12,B,2021-12-30,Rasmussen Reports/Pulse Opinion Research,1500,42,0,57
1477,January,1,B,2021-01-21,Morning Consult,15000,50,0,28
1478,January,1,B,2021-01-22,Morning Consult,15000,51,0,28
1479,January,1,B+,2021-01-21,YouGov,1516,45,0,28
1480,January,1,B-,2021-01-21,Ipsos,1115,55.47,0,31.59
1481,January,1,B,2021-01-23,Morning Consult,15000,52,0,29
